,id,Sentence,Aspect Term,Polarity,Category
5971,971,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,chicken in curry sauc,positive,Restaurant
2186,2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,positive,Laptop
3513,2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive,Restaurant
908,610,lots of extra space but the keyboard is ridiculously small.,keyboard,negative,Laptop
3771,2693,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,caprese salad,positive,Restaurant
1303,2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,negative,Laptop
5646,2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,conflict,Restaurant
1627,577,It gives me the power and speed that I need to run all the programs I use to edit.,power,positive,Laptop
1522,3042,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,positive,Laptop
835,2032,"The processor went on me, the fan went and the motherboard went.",processor,negative,Laptop
358,1989,"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,negative,Laptop
138,1374,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,positive,Laptop
299,569,But the screen size is not that bad for email and web browsing.,web browsing,neutral,Laptop
1556,440,"I love its solid build, light wt and excellent battery life (for now).",battery life,positive,Laptop
1003,1107,I was said it's videocard.,videocard,negative,Laptop
382,1839,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software,negative,Laptop
4248,1173,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,positive,Restaurant
761,140,I bought this laptop and found its TAB is not functioning.,TAB,negative,Laptop
4457,2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative,Restaurant
3007,1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,positive,Restaurant
4810,1384,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive,Restaurant
5961,151,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive,Restaurant
4151,2039,They charge $6.00 for rice.,rice,negative,Restaurant
1402,1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,Laptop
2955,3320,Baluchi's has solid food and a nice decor at reasonable prices.,food,positive,Restaurant
5187,2843,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,Restaurant
1932,2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,Laptop
3270,1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",bill,conflict,Restaurant
3858,3340,This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,Restaurant
4815,3,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",staff,negative,Restaurant
5162,2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,Restaurant
5205,1341,Service was very friendly.,Service,positive,Restaurant
3961,1660,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral,Restaurant
4884,2418,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",stuffing,positive,Restaurant
58,997,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,negative,Laptop
76,1524,"If a website ever freezes (which is rare), its really easy to force quit.",force quit,positive,Laptop
796,235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,positive,Laptop
2416,3404,it's a perfect place to have a amanzing indian food.,indian food,positive,Restaurant
3038,2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,positive,Restaurant
5742,1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,Restaurant
785,1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative,Laptop
5659,182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,Restaurant
3835,2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,Restaurant
2217,1606,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,negative,Laptop
2834,3217,"Quite frankly, this is some of the worst sushi I have ever tried.",sushi,negative,Restaurant
5455,2341,We arrived on time for our reservation and seated promptly.The,reservation,positive,Restaurant
3571,2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative,Restaurant
5576,394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,Restaurant
4633,2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,positive,Restaurant
4666,1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",noodles with ground beef,positive,Restaurant
910,687,"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive,Laptop
2172,1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,neutral,Laptop
3585,3279,And the prices were way to high for what you get.,prices,negative,Restaurant
2309,2553,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,negative,Laptop
5664,196,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,Restaurant
1257,1610,My macbook is so much better looking and so thin!,looking,positive,Laptop
2495,194,"I have tried to make reservations, but both times, the hostess didn't have my name.",reservations,neutral,Restaurant
